gene_id,HSC,MPPa,MPPb,MPPc
0610005C13Rik,1.835732447,0.218969303,0.123926685,0.093620406
0610007P14Rik,110.0318402,112.805329,92.36966944,92.79937017
0610009B22Rik,73.30225628,77.98508883,89.6085611,103.9818976
0610009L18Rik,29.45470267,23.81072158,19.30974069,15.39513863
0610009O20Rik,67.08109262,74.11177559,64.47234943,41.46047535
0610010B08Rik,7.980817654,3.944668508,3.741933355,1.108925393
0610010F05Rik,16.98706627,35.09186513,28.26769477,14.93786563
0610010K14Rik,103.7038633,127.0503736,118.2616627,154.9484071
0610011F06Rik,66.81004215,55.84279138,59.77418528,48.15126286
0610012G03Rik,20.88456883,30.76034024,23.01083679,36.4767211
0610030E20Rik,44.21809166,51.16048355,43.28457487,29.44543807
0610031O16Rik,0,0,0,0
0610037L13Rik,48.82831281,68.41941188,67.09065261,75.61210814
0610038B21Rik,4.376413529,0.844366907,3.368343392,3.637075917
0610039H22Rik,15.2331783,5.657669898,7.210261229,9.844167446
0610039K10Rik,7.696864519,4.217650469,2.916878691,1.287235032
0610040B10Rik,5.74225269,5.983506776,9.651039243,5.735611539
0610040F04Rik,0,0,0,0.237828863
0610040J01Rik,1.426285543,0.204103886,1.016194346,0.324896502
0610043K17Rik,23.72246963,7.359498703,5.541111215,1.040986582
1010001N08Rik,0,0,0,0
1110001J03Rik,230.5455589,308.4266455,301.5234694,408.4326395
1110002L01Rik,5.057915234,2.77335651,2.46693808,2.347039981
1110004E09Rik,70.27509278,76.31485536,85.745306,77.75041323
1110004F10Rik,149.6099353,153.3360261,123.2661064,145.1958596
1110006O24Rik,5.531343757,2.520118811,1.459769271,6.907570784
1110008F13Rik,198.5400988,237.1392268,251.0322452,194.6578108
1110008L16Rik,38.42867099,41.07598255,43.18018514,40.3453441
1110008P14Rik,9.090990289,5.632542892,10.80774008,12.90666983
1110012L19Rik,40.45150625,30.32203118,30.43900114,37.78808441
1110015O18Rik,0,0,0,0
1110017D15Rik,0.710787917,1.250691624,0,0
1110019D14Rik,20.29711951,12.92545842,8.529413359,6.754212818
1110020A21Rik,2.596743866,3.529089092,4.397062417,5.418788729
1110025L11Rik,0,0,0,0
1110028F11Rik,0.572124451,0.263442294,0.54233596,0.035072725
1110028F18Rik,0,0,0,0
1110032A03Rik,23.18105399,17.69585779,19.32020054,16.77412859
1110032F04Rik,0.25509465,0,0,0.033472329
1110034G24Rik,2.833599915,1.820341878,3.340471334,4.082706595
1110036E04Rik,0,0,0,0
1110037F02Rik,41.66024484,45.29035362,40.27021705,39.39944823
1110038B12Rik,355.0808443,282.4922283,362.5580563,433.9461812
1110038F14Rik,66.29535346,64.00782435,75.10882771,80.91830388
1110046J04Rik,1.677136019,3.561340316,1.117988946,0.491138629
1110051M20Rik,28.96246367,18.62230021,17.31005104,18.6388393
1110058D11Rik,0.881611155,2.635124054,2.959929015,0.965875093
1110059E24Rik,50.51511165,53.0435389,57.80163695,56.12759812
1110059G10Rik,15.23079155,14.70008996,11.15385466,4.253021845
1110065P20Rik,17.71601953,4.819680862,19.20491253,25.26348497
1190002N15Rik,24.70576607,39.20853263,26.03208433,16.04918361
1190003K10Rik,0,0,0,0
1190005I06Rik,8.378389855,0.643183498,0.553378306,1.208700028
1190007I07Rik,23.72601432,23.98961863,24.87669881,62.94122048
1300002E11Rik,85.22847704,33.16267198,23.47912911,24.85920981
1300017J02Rik,1.460574491,0.296950999,0.074439898,0
1500004A13Rik,5.222459649,2.850071905,3.532444046,8.359198671
1500009C09Rik,0,0,0,0
1500009L16Rik,17.5478359,20.66640814,19.33003406,16.0817146
1500011B03Rik,68.52472587,80.78185348,68.13204455,50.07291967
1500011K16Rik,46.19862698,54.64908898,34.74361601,75.91430213
1500012K07Rik,0,0,0,0
1500015A07Rik,21.26250346,14.24723844,12.39285636,16.91847642
1500015L24Rik,0.438952887,0,0,0
1500015O10Rik,2.19435089,1.684613075,1.901966251,0.131053485
1500017E21Rik,1.85800254,3.128685392,0.5554661,0
1500026H17Rik,0.483781374,0.263577993,0,0.087664603
1600002D24Rik,0,0,0.239703872,0
1600002H07Rik,14.13335616,20.60916561,19.13127601,16.4934982
1600002K03Rik,28.31591259,35.18142673,16.28341981,24.10127827
1600010M07Rik,0,0,0,0.49650253
1600012H06Rik,22.11216516,21.12909787,16.70456973,22.26584208
1600014C10Rik,19.66708667,18.47601626,17.67103072,21.23929366
1600014C23Rik,0,0,0,0
1600015I10Rik,0,0,0,0
1600019K03Rik,0,0,0,0
1600020E01Rik,55.75132469,56.74700172,47.79045314,54.83563867
1600023N17Rik,2.506401586,1.504399747,1.557734856,1.219721419
1600025M17Rik,0,0,0,0
1600027J07Rik,0,0,0,0
1600029I14Rik,0,1.0562864,1.092599276,2.471325906
1600029O15Rik,1.851912766,0.96830117,0.922577636,0
1700001C02Rik,0,0,0,0
1700001C19Rik,4.597034907,2.454055819,2.011485692,1.791178519
1700001D01Rik,0.528879258,1.32695921,1.519622166,0
1700001F09Rik,0,0,0,0
1700001G01Rik,0,0,0,0
1700001G11Rik,0,1.652872985,0.09562141,0.9068165
1700001G17Rik,7.521189784,1.209533995,3.808617514,5.53166856
1700001J03Rik,0,1.449654086,0.862192354,0.793911359
1700001J11Rik,0.651211165,1.088410971,0.529846773,0.038079142
1700001K19Rik,1.444465065,0.463488089,0.424903778,0.838433932
1700001K23Rik,0.925768515,3.130811349,0.408700404,0
1700001L05Rik,6.107284655,5.874087826,4.865229475,2.656101248
1700001L19Rik,0,0,0,0
1700001O22Rik,0.097529017,0.985195745,1.825114533,5.760279747
1700001P01Rik,4.775001873,0.874878917,3.512609998,0.995848148
1700003C15Rik,0,0,0,0.916498182
1700003D09Rik,0,0,0,0
1700003E16Rik,1.529844782,0,0,0
1700003E24Rik,0,0,0,0
1700003F12Rik,0,0,0,0.545096539
1700003G13Rik,0,0,0,0
1700003G18Rik,0,0.406354118,0.095687593,0.121713649
1700003H04Rik,0,0,0,0
1700003I22Rik,0,0,0,0
1700003L19Rik,0,0,0,0
1700003M07Rik,0.114750529,0,0,0
1700003P14Rik,0,0,0,0
1700006A11Rik,0,0,0,0
1700006E09Rik,0,0,0,0
1700006F04Rik,0,0,0,0
1700006H21Rik,0,0,0,0
1700007B14Rik,0.395362678,0,0.102473134,0
1700007F19Rik,0,0,0,0
1700007G11Rik,0,0,0,0
1700007J10Rik,0.702975425,2.357709245,1.354842978,1.181593682
1700007K09Rik,0.473272556,0,0,0
1700007K13Rik,0,0,0,0.183535182
1700007L15Rik,10.69276388,10.96161669,11.73056616,10.57727893
1700007P06Rik,0,0,0,0
1700008C04Rik,0,0,0,0
1700008J07Rik,12.20981943,22.19270977,18.56153775,11.72097603
1700008K24Rik,0,0,0,0
1700008O03Rik,2.369293056,3.084831869,2.333862054,2.23642112
1700008P02Rik,0,0,0,0
1700009C05Rik,0,0,0,0
1700009J07Rik,0,0,0,0
1700009N14Rik,0,0,0,0
1700010B08Rik,0,0,0,0.073615029
1700010D01Rik,0,0,0.451652602,1.462725206
1700010I02Rik,0,0,0,0
1700010I14Rik,1.679877245,2.18010813,2.272689672,2.523243879
1700010J16Rik,0,0,0,0
1700010K23Rik,0,0,0,0
1700011A15Rik,0,0,0,0
1700011B04Rik,0,0,0,0
1700011C11Rik,0,0.905673635,0,0
1700011E24Rik,0.59303102,0.429622042,0.617398439,0
1700011H14Rik,0.29367267,0,0,0
1700011I03Rik,0,0,0,0
1700011L22Rik,0.711144749,0,0,0
1700011M02Rik,0,0,0,0
1700012A03Rik,0.900846995,0,0,0
1700012B07Rik,0,0,0,0.140760813
1700012B09Rik,0,0,2.841509307,0
1700012C14Rik,3.733974285,1.752795239,0.360754202,0.814432204
1700012D01Rik,11.81846225,7.660706141,8.650985638,4.945098385
1700012D14Rik,8.811030835,9.768479705,3.708695665,2.411511406
1700012D16Rik,2.092490738,2.644826561,3.033419385,0.23640985
1700012H19Rik,0,0,0,0
1700012I11Rik,0.774303999,2.762138693,0.815805734,0
1700012L04Rik,7.033109884,2.60128967,2.34914471,0.700992191
1700012P22Rik,0,0,0,0
1700013D24Rik,0,0,0,0
1700013F07Rik,0,0,0,0
1700013G24Rik,0,0,0,0
1700013H16Rik,0,0,0,0
1700015E13Rik,1.191549217,0.853549233,2.785702557,1.15351377
1700015F17Rik,0,0,0,0
1700015G11Rik,0,0,0,0
1700016C15Rik,0,0,0.196960453,0
1700016D06Rik,0.041182894,0,0.292291242,0.211669088
1700016G22Rik,1.047242608,1.219272689,0,0.133678742
1700016H13Rik,0,0,0,0
1700016K19Rik,0,0,0,0.827790494
1700016L04Rik,0,0.162917987,0,0.124239525
1700016L21Rik,0,0,0,0
1700016P04Rik,0,0,0,0
1700017B05Rik,47.12426316,36.55990648,55.26559287,46.08044945
1700017D01Rik,0,0,0,0
1700017G19Rik,0,0,0,0
1700017J07Rik,6.146725216,2.058254591,2.86343115,1.688844262
1700017L05Rik,0,0,0,0
1700017N19Rik,0,0,0,0
1700018A04Rik,0,0,0,0
1700018B08Rik,0,0,0,0
1700018B24Rik,0,0,0,0
1700018C11Rik,0,0,0,0
1700018F24Rik,0,0,0,0
1700018G05Rik,1.394421161,0,0,0
1700018L02Rik,3.50189175,1.060472726,0.38726293,3.01593313
1700019A02Rik,0,0,0.101706913,0
1700019B03Rik,0.731819732,0.591504643,0.035660993,0.356116465
1700019B21Rik,0,0,0,0
1700019C18Rik,0,0,0,0
1700019D03Rik,4.779397287,3.457326725,1.695485455,1.655447693
1700019E08Rik,0,0,0,0
1700019G17Rik,1.158134625,1.735179195,2.413699318,1.726369636
1700019G24Rik,0,0,0,0
1700019M22Rik,0,0,0,0
1700019N19Rik,0,0,0,0
1700019O17Rik,0,0,0,0
1700020A23Rik,0,0,0,0
1700020D05Rik,2.135579964,0.439084814,1.162216787,0.804386068
1700020D14Rik,0,0,0,0
1700020G17Rik,0,0,0,0
1700020I14Rik,78.96194138,130.3100994,112.9423797,69.42312125
1700020L24Rik,9.982573833,3.289398716,15.93755576,5.459857415
1700020M21Rik,0,0,0,0
1700020N01Rik,0,0,0,0
1700020N15Rik,0,0,0,0
1700020N18Rik,1.734259847,1.827124586,0.299124593,0.740783598
1700021F05Rik,61.85929465,46.4960428,33.31994888,30.67631755
1700021F07Rik,0,0,0,0
1700021N21Rik,0.304465064,0,0.066533838,0
1700022A21Rik,0,0,0,0
1700022A22Rik,0,0,0,0
1700022E09Rik,0,0,0,0
1700022H01Rik,0.629836697,0.335862803,0.359587125,0
1700022H16Rik,0,0,0,0
1700022I11Rik,1.835803341,0.492222438,0.465041629,0.351520282
1700023C21Rik,0,0,0,0
1700023F02Rik,0,0,0,0
1700023F06Rik,0.321642621,0,0.168188347,0.075362558
1700024B18Rik,0,0,0,0
1700024F13Rik,5.463403904,1.175290251,2.354614732,2.11262451
1700024G13Rik,0,0,0,0
1700024I08Rik,0,0,0,0
1700024N05Rik,0,0,0,0
1700024P04Rik,0,0,0,0
1700024P16Rik,0.200085583,0.065727814,0.297552484,0.103282178
1700025B11Rik,0,0,0,0
1700025C18Rik,0,0,0,0
1700025F22Rik,0,0,0,0
1700025F24Rik,0.212680095,0,0,0
1700025G04Rik,11.24585336,14.9853301,17.22198787,20.8026225
1700025J12Rik,0,0,0,0
1700025K24Rik,0,0,0,0
1700025M24Rik,0,0,0,0
1700025N23Rik,8.453253664,6.252168974,4.232168401,4.612803108
1700026D11Rik,0,0,0,0.108793379
1700026F02Rik,0,0,0,0
1700026J14Rik,0.506724958,0.273239791,0,0
1700026L06Rik,8.037036405,2.823316506,2.866813377,3.574696733
1700027A15Rik,0,0,0,0
1700027F06Rik,0,0,0,0
1700027F09Rik,0,0,0,0
1700027H10Rik,0,0,0,0
1700027I24Rik,0,0,0,0
1700027J07Rik,0,0,0.055982333,0
1700028B04Rik,0,0,0,0
1700028D13Rik,0,0,0,0
1700028E10Rik,2.895490167,2.46762576,1.155942964,1.32112429
1700028I16Rik,0,0.42712065,0.064836043,0
1700028J19Rik,2.870890032,1.28328662,3.678714935,1.735514758
1700028K03Rik,5.167753298,3.614263082,2.611434343,3.180460968
1700028M03Rik,0,0,0,0
1700028P14Rik,0,0,0,0
1700028P15Rik,0,0,0,0
1700029B22Rik,0,0,0,0
1700029F12Rik,0,0,0,0
1700029H14Rik,0.516432677,0,0.128967456,0
1700029I15Rik,14.97831524,3.871639613,6.381177122,3.090697036
1700029J03Rik,0,0,0,0
1700029J07Rik,8.667589129,5.003576168,3.156870679,4.047256591
1700029M20Rik,0,0,0,0
1700029N11Rik,0,0,0,0
1700029P11Rik,0,0,0,0
1700030A11Rik,0,0,0.579221027,0.852160052
1700030C10Rik,1.29545111,2.486985541,0.697085382,0.461899547
1700030F04Rik,0,0,0,0
1700030F18Rik,0,0,0,0
1700030J22Rik,1.063486731,0.418892743,1.158840823,1.132714522
1700030K09Rik,16.99477006,11.0001327,12.5423007,11.57937849
1700030L20Rik,0,0,0,0
1700030M09Rik,0,0,0.131731905,0
1700030N03Rik,0,0,0,0
1700030O20Rik,0,0,0,0
1700031A10Rik,0,0,0,0
1700031F05Rik,0,0,0,0
1700031M16Rik,0,0,0,0
1700031P21Rik,0,0,0,0
1700034E13Rik,0,0,0,0
1700034G24Rik,0,0,0,0
1700034H15Rik,0.083475274,0.159261793,0.060943559,0.160788125
1700034I23Rik,1.228865329,1.184436391,1.185449765,1.352840317
1700034J05Rik,1.719922766,0.645497173,0.614258396,0.969560139
1700034K08Rik,0,0,0,0
1700034O15Rik,0,0.664759703,0,0
1700034P13Rik,1.307271463,0.639189412,0.648412627,0.106550631
1700036G14Rik,0,0,0,0
1700037C18Rik,8.909974891,5.944063484,3.550586981,2.985393146
1700037H04Rik,111.2916223,103.257293,95.1050979,41.73735996
1700039E15Rik,0,0,0,0
1700039E22Rik,0,0,0,0
1700040L02Rik,7.487633405,5.335994467,7.262309948,16.28081505
1700041A01Rik,0,0,0,0
1700041C23Rik,0,0,0,0
1700041M19Rik,0,0,0,0
1700042G07Rik,0,0,0,0
1700042G15Rik,0.026673068,0,0,0
1700042O10Rik,0,0.259160978,0,0
1700044C05Rik,0,0,0,0
1700044K03Rik,0,0,0,0
1700045H11Rik,0,0,0,0
1700046C09Rik,0,0,0,0
1700047A11Rik,0,0.29502633,0,0.124551505
1700047E10Rik,0,0,0,0
1700047G03Rik,0,0,0,0
1700047I17Rik2,64.01659173,73.77614573,50.79416321,28.32811334
1700047L14Rik,0,0,0,0
1700047M11Rik,1.921145248,0,0.787695667,0.178375443
1700048M11Rik,1.325992142,0.542487757,1.275306356,1.146395085
1700048O20Rik,6.592316122,6.617494378,6.261859662,8.205655103
1700049E15Rik,0,0,0,0
1700049E22Rik,0,0,0,0
1700049G17Rik,5.684899639,5.728685917,4.99872306,2.896979047
1700049L16Rik,0,0,0,0
1700051A21Rik,0,0,0,0
1700052I22Rik,0,0,0,0
1700052K11Rik,7.777494354,5.824693244,4.194608976,6.516389018
1700054A03Rik,0,0,0,0
1700054K19Rik,0,0,0,0
1700054M17Rik,3.031180821,2.065161691,1.052697346,0.495255622
1700055C04Rik,0,0,0,0
1700056E22Rik,5.698960234,2.581952505,3.652972428,3.527503178
1700057G04Rik,0.047689759,0,0,0
1700057H15Rik,0,0,0,0
1700057H21Rik,0,0,0,0
1700060C16Rik,0,0,0,0
1700060C20Rik,0,0,0,0
1700061F12Rik,0,0,0,0
1700061G19Rik,1.257449692,0.726095832,1.105865123,0.345319484
1700061I17Rik,0,0,0,0
1700061J23Rik,0,0,0,0
1700063A18Rik,0,0,0,0
1700063D05Rik,0,0,0,0
1700063O14Rik,0,0,0,0
1700064J06Rik,0,0,0,0
1700064M15Rik,0,0,0,0
1700065D16Rik,0,4.247934052,0.531942919,0
1700065I16Rik,0,0,0,0
1700065J11Rik,0,0,0,0
1700065J18Rik,0,0,0,0
1700065L07Rik,0,0,0,0
1700065O20Rik,0,0,0,0
1700066B17Rik,0,0,0,0
1700066B19Rik,2.997789861,3.589520558,1.746208424,0.902238877
1700066J03Rik,1.387057663,0,0,0
1700066M21Rik,7.98147933,11.04201858,7.927418669,3.369876363
1700066N21Rik,0,0,0,0
1700066O22Rik,0,0,0,0
1700067G17Rik,2.296248853,0,0.285892151,0
1700067K01Rik,0.301556056,3.270830515,0.563752557,0.565185437
1700067P10Rik,0,0,0,0
1700069L16Rik,0,0,0,0
1700069P05Rik,0,0,0,0
1700071K01Rik,0,0,0,0
1700071M16Rik,0,0,0,0
1700072B07Rik,0,0,0,0
1700072I22Rik,0,0,0,0
1700072O05Rik,0,0,0,0
1700073E17Rik,0.010031089,0,0.098550377,0
1700074H08Rik,0.563182384,0,0,0
1700074P13Rik,0,0,0,0
1700080E11Rik,0,0,0,0
1700080N15Rik,0,0,0,0
1700080O16Rik,0.189476804,0,0,0
1700081H04Rik,0,0,0,0
1700084D21Rik,0,0,0,0
1700084E18Rik,9.790073646,4.723899702,13.19250256,5.829441844
1700084F23Rik,0,0,0,0
1700084J12Rik,13.16029205,6.22346855,5.79699132,3.721440515
1700084M14Rik,0,0,0,0
1700085C21Rik,0,0,0,0
1700086L19Rik,0,0,0,0
1700086O06Rik,3.038601035,2.401472302,2.270664511,1.769598055
1700088E04Rik,2.684108609,0.727477704,0.546012566,5.925668104
1700091H14Rik,0,0,0,0
1700092C02Rik,0,0,0,0
1700092C10Rik,0,0,0,0
1700092E19Rik,0,0,0,0
1700092K14Rik,0,0,0,0
1700092M07Rik,7.836052599,6.113868667,8.131918148,1.115623942
1700093K21Rik,0,0.828888129,0,0.059959776
1700094D03Rik,7.980794023,6.478266793,6.930434121,8.254029763
1700094J05Rik,2.27121863,2.462717965,1.914559828,2.001887539
1700094M24Rik,0,0,0,0
1700095A21Rik,0.306504441,0.247389055,0,0
1700095B10Rik,0,0,0,0
1700095J12Rik,1.624868414,3.703508055,1.949676533,3.860068422
1700096J18Rik,3.633045204,3.508869881,0.470338364,0.444029438
1700096K18Rik,8.784185731,7.795659195,2.728371718,2.47891872
1700096P03Rik,0,0,0,0
1700097N02Rik,21.2771312,17.3197669,24.9245093,19.6566138
1700099I09Rik,9.416109068,4.348419459,2.723611546,1.573509421
1700100I10Rik,0,0,0,0.197565015
1700100L14Rik,1.049322158,1.084464381,0.223469181,0.433019858
1700101I11Rik,2.655302111,0.908921374,1.335867013,0.844967127
1700101O22Rik,0,0,0,0
1700102H20Rik,6.01949455,5.90034566,4.091659826,0.633576441
1700102P08Rik,1.893914955,1.02723542,2.598406505,3.111686948
1700104L18Rik,0,0,0,0
1700105P06Rik,0,0,3.298903344,1.06350518
1700108F19Rik,1.309896895,0,0,0
1700108J01Rik,4.330545267,3.295640889,0,0
1700109G14Rik,0,0,0,0
1700109G15Rik,0,0,0,0
1700109H08Rik,4.933945681,8.569959978,5.009767494,1.60772264
1700109I08Rik,0,0,0,0
1700109K24Rik,2.640343528,0.704207519,0.529604589,0.148687204
1700110C19Rik,2.448694066,3.222476295,1.804464156,0.477193161
1700110I01Rik,0.356569613,0.478595956,0.674656205,0.195901345
1700110I07Rik,0,0,0,0
1700110K17Rik,2.442644466,1.828802736,0.91089225,0.637695121
1700111N16Rik,0,0,0,0
1700112E06Rik,22.43026545,30.93788029,28.71009844,21.79744984
1700112H15Rik,0,0,0,0
1700112J05Rik,1.002437752,1.285740517,0.702943734,1.557880036
1700112J16Rik,0,0.266909414,0.130669008,0
1700113A16Rik,25.29961945,22.35005323,17.36585779,16.5078908
1700113B09Rik,0,0,0,0
1700113H08Rik,0,0,0.118483804,0
1700116B05Rik,0,0,0,0
1700119H24Rik,0.603847045,0.806262515,0,0
1700120C14Rik,1.347168107,0,1.198609134,4.67540164
1700120E14Rik,0.143697868,0,0,0
1700120G07Rik,2.728180896,0.558113544,0.438574657,0
1700120K04Rik,9.060387816,3.863045318,3.807678006,1.38850292
1700121L16Rik,0,0,0,0
1700121N20Rik,0,0,0,0
1700122C19Rik,0,0,0,0
1700122O11Rik,0.782251189,0,0,0
1700123I01Rik,0.075425997,0.106092958,0,0.289621977
1700123J17Rik,0,0,0,0
1700123K08Rik,0,0,0,0
1700123L14Rik,0,0,0,0
1700123M08Rik,5.222034286,5.330928356,4.204379855,2.236454866
1700123O12Rik,0,0,0,0
1700123O20Rik,54.95802352,39.72373802,49.37696825,41.91317578
1700123O21Rik,0,0,0,0
1700124L16Rik,7.278118715,0,0.79368555,3.456906882
1700125G02Rik,0,0,0,0
1700125G22Rik,1.817512751,0,0,0
1700125H03Rik,11.49279995,10.40769173,6.297435681,2.220358101
1700125H20Rik,0,0,0,0
1700126H18Rik,0,1.012618333,0,0
1700128A07Rik,0,0.254897755,0,0
1700128F08Rik,0,0,0,0
1700129C05Rik,0,0,0,0
1810006J02Rik,0.644436085,0,0.027564317,0.126791048
1810007C17Rik,0,0,0,0
1810007D17Rik,0,0,0,0
1810008I18Rik,0,0,0.7974916,0
1810009A15Rik,63.61155206,70.57160438,74.92677203,107.9603633
1810009J06Rik,0,0,0,0
1810010D01Rik,0.159074961,0,0,0.42197147
1810010H24Rik,6.966304332,2.553229465,1.503708996,0.989934189
1810011H11Rik,18.26707672,22.40915032,21.85106689,32.55562333
1810011O10Rik,0.253934355,0,0,0
1810012K16Rik,0.86342218,0,0,0.249105035
1810013A23Rik,2.461076843,0,0,0.480451322
1810013L24Rik,58.56131698,49.70804762,38.95281867,36.36620348
1810014B01Rik,16.12558894,21.82971387,12.52413688,14.64088538
1810018F18Rik,0.205457439,0,0,0
1810019D21Rik,4.363865334,1.948489607,0.823589032,0.079452891
1810020O05Rik,10.18294323,3.287408458,5.068872958,4.956032037
1810021B22Rik,4.184575017,4.675319316,0.13802243,1.708399976
1810022K09Rik,146.3982117,229.1895035,184.7616783,69.28341348
1810024B03Rik,0.040662533,1.367761759,0.312843492,0.415875284
1810026B05Rik,40.39313705,42.08400294,25.84460037,5.460599823
1810026J23Rik,45.51544745,36.70894966,37.01847699,40.3153103
1810030O07Rik,75.77550322,85.6652226,90.09919283,76.40716011
1810032O08Rik,50.6576081,52.1370669,73.13168624,74.99489674
1810034E14Rik,10.10909556,4.53471212,6.551269747,3.965743517
1810037I17Rik,81.22392491,139.8246629,67.54140747,57.40200973
1810041H14Rik,7.884425774,7.039021951,6.436608068,4.126154363
1810041L15Rik,0.099181078,0.031901346,0.097714632,0.021613704
1810043G02Rik,18.02521085,8.391741431,11.4498413,17.0483979
1810043H04Rik,67.14749644,64.25366643,41.80432851,61.175132
1810044D09Rik,26.70402482,14.59603113,17.65257462,18.37376573
1810046K07Rik,2.154839435,0,0.218207939,0
1810053B23Rik,0,0,0,0
1810055G02Rik,20.27067614,10.27233158,9.735365267,10.08248056
1810058I24Rik,52.59797029,53.67996909,47.25785674,94.20252216
1810062G17Rik,2.871079082,2.413640014,0.160161195,0.870131399
1810062O18Rik,9.053227547,2.258182781,3.090541445,1.754159334
1810063I02Rik,0,0,0,0
1810064F22Rik,0,0,0,0
1810065E05Rik,0.071874456,0,0,0
2010001A14Rik,27.65447381,12.93592989,4.456418417,1.800812957
2010001E11Rik,0,0,0,0
2010003K11Rik,0,0,0,0
2010005H15Rik,0.690183827,0,0,0
2010009K17Rik,1.316100099,2.729955318,0,0.227597124
2010010A06Rik,0.441859532,0,0.348956075,0.217318142
2010016I18Rik,6.315665044,3.225823547,4.169492808,1.7886982
2010106C02Rik,2.4683789,2.453648721,0,0.863960972
2010106E10Rik,0,0,0,0
2010107E04Rik,692.3720814,694.6588042,784.1276264,1032.784656
2010107G12Rik,1.048665209,1.460478374,0.772799253,0.622494308
2010107G23Rik,6.196185428,1.051878431,0.345262766,0.478357393
2010109A12Rik,1.165084577,1.002529082,1.011720202,0.482582372
2010109I03Rik,0,0,0,0
2010111I01Rik,32.06477456,22.09683815,38.99666236,33.79358944
2010204K13Rik,77.87514005,56.5850671,40.0136271,46.22285689
2010300C02Rik,0.267942962,0.092169295,0.16056393,0.093403252
2010308F09Rik,0,2.020091396,0.201600368,0.209344
2010310C07Rik,0.73078232,0.881534973,0.326921491,0.202446351
2010315B03Rik,19.78968561,17.02376127,9.400044579,3.645546123
2010320M18Rik,6.875631215,3.135628678,4.796687179,10.81800487
2200002D01Rik,2.22949529,5.841836601,1.225577177,2.004789681
2200002J24Rik,0,0,0,0.414174494
2210010C04Rik,0.679684462,0.384999556,0.451205814,0.572101646
2210011C24Rik,0,0,0,0
2210013O21Rik,90.89217945,103.2801357,114.5906935,82.96549521
2210016F16Rik,26.31174602,20.50004068,16.72822445,11.00237526
2210016L21Rik,94.99172922,61.04007844,54.59770738,59.79205878
2210019I11Rik,0,0,0,0
2210039B01Rik,2.001678195,0.382403174,0.826716548,0.168413334
2210404E10Rik,0,0,0,0
2210404O09Rik,1.607258404,1.536707513,1.773080428,0.730759396
2210406O10Rik,0.632499939,0,0,0.522841158
2210407C18Rik,0,0,0,0
2210408F21Rik,15.06381311,10.83270226,7.047183594,9.171781603
2210408I21Rik,7.213676289,7.243611415,5.452484335,2.189784371
2210409D07Rik,0,0,0,0
2210409E12Rik,0,0,0,0
2210414B05Rik,0,0,0,0
2210416O15Rik,1.637893961,1.330720345,0,0.090568095
2210417A02Rik,1.182051817,0.979774554,0.149373978,1.149589129
2210418O10Rik,1.3129855,1.198406644,0.726381316,0.623990936
2210420H20Rik,0,0,0,0
2300002M23Rik,0,0,0,0
2300003K06Rik,0,0,0,0
2300005B03Rik,0,0,0,0
2300009A05Rik,46.28464474,31.0649854,35.32819849,42.60260327
2310001H17Rik,60.15359081,36.73925586,29.39343361,28.68919382
2310001K24Rik,6.80294148,0,0,1.612811512
2310002D06Rik,0,0,0,0
2310002F09Rik,1.179320044,0,0.059374999,0.068794605
2310002L09Rik,0,0,0,0
2310003N18Rik,0,0,0,0
2310005A03Rik,0,0.106981337,0,0
2310005E17Rik,0,0,0,0
2310007B03Rik,0,0,0,0
2310008N11Rik,0,0,0,0
2310009A05Rik,61.09175155,35.88344497,56.08359079,104.1747551
2310009B15Rik,17.79882344,23.18899216,31.11836949,29.23199564
2310010G23Rik,2.537240371,0.472023582,1.29984003,1.955655739
2310010J17Rik,18.56917866,8.284267505,9.005764571,5.474233142
2310011J03Rik,40.05497382,32.96907416,31.04028598,24.57118908
2310015A10Rik,24.21848963,14.42102414,14.84415686,9.602631603
2310015D24Rik,0.10909557,0,0,0.018049299
2310016D03Rik,0,0,0,0
2310020H05Rik,0,0,0,0
2310022A10Rik,38.3797543,40.44543267,34.88454214,28.16613332
2310022B05Rik,9.629357495,10.03024385,13.61246244,14.04233543
2310030A07Rik,0,0,0,0
2310030G06Rik,0.55240417,1.21760811,0,0
2310033P09Rik,60.57044611,72.59284696,58.86829121,76.39248067
2310034C09Rik,0,0,0,0
2310034G01Rik,7.925945885,13.13215123,6.924692686,6.799364751
2310034O05Rik,0.28625482,1.086009092,0.765481533,0
2310035C23Rik,39.17470965,40.27512992,30.62815533,20.76229622
2310036O22Rik,345.2833269,366.4223079,332.4708485,274.0820177
2310039H08Rik,60.02976304,58.52081906,61.03416931,101.7411739
2310039L15Rik,0.549355738,0,0.118920153,0
2310040G24Rik,5.903016104,5.332760298,10.23234389,10.11334113
2310043L19Rik,0,0,0,0
2310043O21Rik,0,0,0,0
2310045n01rik-mef2b,0,0,0,0
2310050C09Rik,0,0,0,0
2310057J18Rik,0,0,0,0
2310057M21Rik,17.50650484,17.46862914,13.63651384,13.78223938
2310057N15Rik,0,0,0,0
2310061I04Rik,55.57314504,44.53903127,60.88029885,58.2173092
2310061N02Rik,0,0,0,0
2310065F04Rik,0,0,0,0
2310068J16Rik,1.786397481,2.141985645,1.778567152,2.211010503
2310069B03Rik,0.152048917,0.060670071,0,0.271589887
2310069G16Rik,0.379773141,0.316107232,0,0
2310075C17Rik,0,1.271736339,7.211138103,9.672687965
